05/21/18 16:17:06:090 | [INFO] |  |  |  | Adobe Silent Activator |  |  | 4976 | __OOBELIB_LOG_FILE__
05/21/18 16:20:08:114 | [INFO] |  |  |  | SLCoreService |  |  | 5180 | Found client mkey.
05/21/18 16:20:08:132 | [INFO] |  |  |  | SLCoreService |  |  | 5180 | Loading license references...
05/21/18 16:20:08:134 | [INFO] |  |  |  | SLCoreService |  |  | 5180 | Found 1 license file(s)
05/21/18 16:20:08:135 | [INFO] |  |  |  | SLCoreService |  |  | 5180 | Parsing license file [171877917.lic] succeed.
05/21/18 16:20:08:135 | [INFO] |  |  |  | SLCoreService |  |  | 5180 | License store synchronization took 24.1 ms and succeed.
05/21/18 16:20:08:136 | [INFO] |  |  |  | SLCoreService |  |  | 5180 | Query license: type = 1, duration = 30 days, remaining = 18 day(s) 85049 seconds.
05/21/18 16:20:08:136 | [INFO] |  |  |  | OOBELib |  |  | 5180 | CheckWFType : License present for running serial
05/21/18 16:20:08:136 | [INFO] |  |  |  | OOBELib |  |  | 5180 | CheckWFType : Returning EULA path from amtlib xml
05/21/18 16:20:08:136 | [INFO] |  |  |  | OOBELib |  |  | 5180 | LEID=Photoshop-CS7-Win-GM
05/21/18 16:20:08:136 | [INFO] |  |  |  | OOBELib |  |  | 5180 | OOBELib CheckWFType ENDED
05/21/18 16:20:08:780 | [INFO] |  |  |  | DispatchClientLib |  |  | 5180 | Dispatch table loaded from path: C:\Program Files\Common Files\Adobe\OOBE\PDApp\P7\dispatchtable.xml 
05/21/18 16:20:08:781 | [INFO] |  |  |  | DispatchClientLib |  |  | 5180 | (re)load Local Dispatch Table status-[0].
05/21/18 16:20:08:781 | [INFO] |  |  |  | DispatchClientLib |  |  | 5180 | Scope : [2]
05/21/18 16:20:08:781 | [INFO] |  |  |  | DispatchClientLib |  |  | 5180 | Setting scope to GM
05/21/18 16:20:08:781 | [INFO] |  |  |  | DispatchClientLib |  |  | 5180 | EndPoint requested: [IdentityManagement]
05/21/18 16:20:08:781 | [INFO] |  |  |  | DispatchClientLib |  |  | 5180 | Length of the URL: [30]
05/21/18 16:20:08:781 | [INFO] |  |  |  | DispatchClientLib |  |  | 5180 | Returning from getEndpointAddr: [0]
05/21/18 16:20:08:781 | [INFO] |  |  |  | DispatchClientLib |  |  | 5180 | EndPoint requested: [IdentityManagement]
05/21/18 16:20:08:781 | [INFO] |  |  |  | DispatchClientLib |  |  | 5180 | Length of the URL: [30]
05/21/18 16:20:08:781 | [INFO] |  |  |  | DispatchClientLib |  |  | 5180 | URL found [https://ims-na1.adobelogin.com]
05/21/18 16:20:08:782 | [INFO] |  |  |  | DispatchClientLib |  |  | 5180 | Returning from getEndpointAddr: [0]
05/21/18 16:20:14:628 | [INFO] |  |  |  | OOBELib |  |  | 5180 | OOBELibImpl::CommitPCD STARTED
05/21/18 16:20:14:629 | [DEBUG] |  |  |  | ServiceLoader |  |  | 5180 | looking for library C:\Program Files\Common Files\Adobe\OOBE\PDApp\P7\adobe_upgrade.dll
05/21/18 16:20:14:629 | [DEBUG] |  |  |  | ServiceLoader |  |  | 5180 | Found library C:\Program Files\Common Files\Adobe\OOBE\PDApp\P7\adobe_upgrade.dll
05/21/18 16:20:14:631 | [INFO] |  |  |  | OOBELib |  |  | 5180 | OOBELibImpl::CommitPCD ENDED
05/21/18 16:20:14:631 | [INFO] |  |  |  | OOBELib |  |  | 5180 | Closing AdobeIALClient 1.0 Release (build 1.0.6.3) session.
05/21/18 16:20:14:631 | [INFO] |  |  |  | SLCoreService |  |  | 5180 | Shutting down SLCore 2.0 Release (build 2.0.1.360321).
05/21/18 16:20:14:643 | [INFO] |  |  |  | SLCoreService |  |  | 5180 | Service destruction took 12.2 ms and succeed.
05/21/18 16:20:14:643 | [INFO] |  |  |  | OOBELib |  |  | 5180 | *************OOBELib Session Ends*************
05/21/18 16:23:34:754 | [INFO] |  |  |  | Adobe Silent Activator |  |  | 672 | ***********Silent Activator Launched = 7.0.0.155,7.0 ************
05/21/18 16:23:34:754 | [INFO] |  |  |  | SLCoreService |  |  | 672 | Starting up SLCore 2.0 Release (build 2.0.1.360321).
05/21/18 16:23:34:754 | [INFO] |  |  |  | SLCoreService |  |  | 672 | Service construction took 0.1 ms and succeed.
05/21/18 16:23:34:754 | [INFO] |  |  |  | PCDService |  |  | 672 | PCD Service in non-threaded mode
05/21/18 16:23:34:755 | [INFO] |  |  |  | AXFBLicensing |  |  | 672 | All function pointers successfully retrieved
05/21/18 16:23:34:755 | [DEBUG] |  |  |  | Activation |  |  | 672 | PerformWorkflow : Trying to acquire the semaphore
05/21/18 16:23:34:756 | [DEBUG] |  |  |  | Activation |  |  | 672 | PerformWorkflow : Semaphore acquired
05/21/18 16:23:34:756 | [DEBUG] |  |  |  | Activation |  |  | 672 | ProcessXMLFile : ELEID found Photoshop-CS7-Win-GM
05/21/18 16:23:34:756 | [DEBUG] |  |  |  | Activation |  |  | 672 | LEID=Photoshop-CS7-Win-GM DLEID=Photoshop-CS7-Win-GM ELEID=Photoshop-CS7-Win-GM LOCALE=en_US APPAMT = C:\Program Files\Adobe\Adobe Photoshop CC\AMT DAMT = C:\Program Files\Common Files\Adobe\Adobe Photoshop CC\AMT_Driver
05/21/18 16:23:34:756 | [DEBUG] |  |  |  | HEADLESS MODE |  |  | 672 | HEADLESS MODE is : 
05/21/18 16:23:34:759 | [DEBUG] |  |  |  | PCDService |  |  | 672 | No value for key [EULA_ACCEPTANCE_SERVER] in hive [Photoshop-CS7-Win-GM] in cache : 519
05/21/18 16:23:34:761 | [DEBUG] |  |  |  | PCDService |  |  | 672 | No value for key [EULADelay] in hive [{2D99B50E-431D-4AA8-85C1-172A6F8BCF09}] in master : 10
05/21/18 16:23:34:764 | [INFO] |  |  |  | DispatchClientLib |  |  | 672 | Dispatch table loaded from path: C:\Program Files\Common Files\Adobe\OOBE\PDApp\P7\dispatchtable.xml 
05/21/18 16:23:34:765 | [INFO] |  |  |  | DispatchClientLib |  |  | 672 | (re)load Local Dispatch Table status-[0].
05/21/18 16:23:34:765 | [INFO] |  |  |  | DispatchClientLib |  |  | 672 | Scope : [2]
05/21/18 16:23:34:765 | [INFO] |  |  |  | DispatchClientLib |  |  | 672 | Setting scope to GM
05/21/18 16:23:34:765 | [INFO] |  |  |  | DispatchClientLib |  |  | 672 | Scope : [2]
05/21/18 16:23:34:765 | [INFO] |  |  |  | DispatchClientLib |  |  | 672 | Setting scope to GM
05/21/18 16:23:34:765 | [INFO] |  |  |  | DispatchClientLib |  |  | 672 | EndPoint requested: [RecordAction]
05/21/18 16:23:34:765 | [INFO] |  |  |  | DispatchClientLib |  |  | 672 | Length of the URL: [57]
05/21/18 16:23:34:765 | [INFO] |  |  |  | DispatchClientLib |  |  | 672 | Returning from getEndpointAddr: [0]
05/21/18 16:23:34:765 | [INFO] |  |  |  | DispatchClientLib |  |  | 672 | EndPoint requested: [RecordAction]
05/21/18 16:23:34:765 | [INFO] |  |  |  | DispatchClientLib |  |  | 672 | Length of the URL: [57]
05/21/18 16:23:34:765 | [INFO] |  |  |  | DispatchClientLib |  |  | 672 | URL found [https://lm.licenses.adobe.com/lmuds/lmuds/v1/recordaction]
05/21/18 16:23:34:765 | [INFO] |  |  |  | DispatchClientLib |  |  | 672 | Returning from getEndpointAddr: [0]
05/21/18 16:23:34:773 | [INFO] |  |  |  | OOBELib |  |  | 672 | HTTPCommunicationAgent::processMessage is https://lm.licenses.adobe.com/lmuds/lmuds/v1/recordaction (extURL=)
05/21/18 16:23:34:962 | [ERROR] |  |  |  | OOBELib |  |  | 3536 | windows error: 12029
05/21/18 16:23:34:962 | [INFO] |  |  |  | OOBELib |  |  | 672 | HTTPCommunicationAgent- Return Code:[163] response size-[0] time taken-[189.29]ms.
05/21/18 16:23:34:962 | [INFO] |  |  |  | OOBELib |  |  | 672 | IALClient Set EULAStatus Status-[419] took-[197.37]ms.
05/21/18 16:23:34:962 | [ERROR] |  |  |  | OOBELib |  |  | 672 | MakeIALRecordEulaAcceptanceCall : Error returned by IAL error code : 419
05/21/18 16:23:34:962 | [DEBUG] |  |  |  | Activation |  |  | 672 | PerformWorkflow : Launching PDApp via SA
05/21/18 16:23:34:962 | [DEBUG] |  |  |  | Activation |  |  | 672 | LaunchAAM WF : Subsequent_Launch and Type =REG 
05/21/18 16:23:34:962 | [INFO] |  |  |  | SLCoreService |  |  | 672 | Syncing to license store...
05/21/18 16:23:34:990 | [INFO] |  |  |  | SLCoreService |  |  | 672 | Found client mkey.
05/21/18 16:23:35:059 | [INFO] |  |  |  | SLCoreService |  |  | 672 | Loading license references...
05/21/18 16:23:35:060 | [INFO] |  |  |  | SLCoreService |  |  | 672 | Found 1 license file(s)
05/21/18 16:23:35:061 | [INFO] |  |  |  | SLCoreService |  |  | 672 | Parsing license file [171877917.lic] succeed.
05/21/18 16:23:35:061 | [INFO] |  |  |  | SLCoreService |  |  | 672 | License store synchronization took 98.8 ms and succeed.
05/21/18 16:23:35:061 | [INFO] |  |  |  | SLCoreService |  |  | 672 | Query license: type = 1, duration = 30 days, remaining = 18 day(s) 84842 seconds.
05/21/18 16:23:35:061 | [INFO] |  |  |  | SLCoreService |  |  | 672 | Query license: type = 0, duration = 0 days, remaining = expired.
05/21/18 16:23:35:061 | [DEBUG] |  |  |  | Activation |  |  | 672 | LaunchAAM : Trial Dur 30 Trial Rem 19
05/21/18 16:23:35:061 | [INFO] |  |  |  | uiswitch |  |  | 672 | Key Value AdobeCode [{AA01D250-3E72-4FD7-9A3B-F9A9C1DBC016}]
05/21/18 16:23:35:061 | [INFO] |  |  |  | uiswitch |  |  | 672 | Key Value AdobeIDCreated [false]
05/21/18 16:23:35:062 | [INFO] |  |  |  | uiswitch |  |  | 672 | Key Value AppAMTBkGndFilePath [C:\Program Files\Adobe\Adobe Photoshop CC\AMT\LMResources\background.png]
05/21/18 16:23:35:062 | [INFO] |  |  |  | uiswitch |  |  | 672 | Key Value AppAMTConnectionFAQFilePath [C:\Program Files\Adobe\Adobe Photoshop CC\OBLRes\en_US\ConnectionFAQ.html]
05/21/18 16:23:35:062 | [INFO] |  |  |  | uiswitch |  |  | 672 | Key Value AppAMTLicenseAFAQFilePath [C:\Program Files\Adobe\Adobe Photoshop CC\OBLRes\en_US\LicenseFAQ.html]
05/21/18 16:23:35:062 | [INFO] |  |  |  | uiswitch |  |  | 672 | Key Value AppAMTLogoFilePath [C:\Program Files\Adobe\Adobe Photoshop CC\AMT\LMResources\adobelogo.png]
05/21/18 16:23:35:062 | [INFO] |  |  |  | uiswitch |  |  | 672 | Key Value AppAMTPath [C:\Program Files\Adobe\Adobe Photoshop CC\AMT]
05/21/18 16:23:35:062 | [INFO] |  |  |  | uiswitch |  |  | 672 | Key Value AppDriverAMTPath [C:\Program Files\Common Files\Adobe\Adobe Photoshop CC\AMT_Driver]
05/21/18 16:23:35:062 | [INFO] |  |  |  | uiswitch |  |  | 672 | Key Value AppDriverLEID [Photoshop-CS7-Win-GM]
05/21/18 16:23:35:062 | [INFO] |  |  |  | uiswitch |  |  | 672 | Key Value AppEULAFolderPath [C:\Program Files\Adobe\Adobe Photoshop CC\Legal]
05/21/18 16:23:35:062 | [INFO] |  |  |  | uiswitch |  |  | 672 | Key Value AppHostAppType [ALM_HostAppType_LicensedProduct]
05/21/18 16:23:35:062 | [INFO] |  |  |  | uiswitch |  |  | 672 | Key Value AppLaunchPath [C:\Program Files\Adobe\Adobe Photoshop CC\Photoshop.exe]
05/21/18 16:23:35:062 | [INFO] |  |  |  | uiswitch |  |  | 672 | Key Value AppLicensingAMTPath [C:\Program Files\Adobe\Adobe Photoshop CC\AMT]
05/21/18 16:23:35:062 | [INFO] |  |  |  | uiswitch |  |  | 672 | Key Value AppLicensingLEID [Photoshop-CS7-Win-GM]
05/21/18 16:23:35:062 | [INFO] |  |  |  | uiswitch |  |  | 672 | Key Value AppListOfLocales [en_US]
05/21/18 16:23:35:062 | [INFO] |  |  |  | uiswitch |  |  | 672 | Key Value AppName [Adobe Photoshop CC]
05/21/18 16:23:35:062 | [INFO] |  |  |  | uiswitch |  |  | 672 | Key Value AppPath [C:\Program Files\Adobe\Adobe Photoshop CC]
05/21/18 16:23:35:062 | [INFO] |  |  |  | uiswitch |  |  | 672 | Key Value AppRunningLEID [Photoshop-CS7-Win-GM]
05/21/18 16:23:35:062 | [INFO] |  |  |  | uiswitch |  |  | 672 | Key Value AppRunningLocale [en_US]
05/21/18 16:23:35:062 | [INFO] |  |  |  | uiswitch |  |  | 672 | Key Value AppSerialNumber [911987094032700067932452]
05/21/18 16:23:35:062 | [INFO] |  |  |  | uiswitch |  |  | 672 | Key Value AppTrialSerialNumber [911987094032700067932452]
05/21/18 16:23:35:062 | [INFO] |  |  |  | uiswitch |  |  | 672 | Key Value BuyURL [http://www.adobe.com/go/buy?productID=45&release=2.0&platform=0&locale=en_US]
05/21/18 16:23:35:062 | [INFO] |  |  |  | uiswitch |  |  | 672 | Key Value ClaimSource [nag_trial]
05/21/18 16:23:35:062 | [INFO] |  |  |  | uiswitch |  |  | 672 | Key Value DriverAdobeCode [{2D99B50E-431D-4AA8-85C1-172A6F8BCF09}]
05/21/18 16:23:35:062 | [INFO] |  |  |  | uiswitch |  |  | 672 | Key Value ExtendedProfileRegURL [http://www.adobe.com/go/adobemembership?productID=45&release=2.0&platform=0&locale=en_US&source=PCSTHX]
05/21/18 16:23:35:062 | [INFO] |  |  |  | uiswitch |  |  | 672 | Key Value ForcedActivation [0]
05/21/18 16:23:35:062 | [INFO] |  |  |  | uiswitch |  |  | 672 | Key Value HasSAASBit [1]
05/21/18 16:23:35:062 | [INFO] |  |  |  | uiswitch |  |  | 672 | Key Value HasSubscriptionBit [0]
05/21/18 16:23:35:062 | [INFO] |  |  |  | uiswitch |  |  | 672 | Key Value LaunchMode [postchrome]
05/21/18 16:23:35:062 | [INFO] |  |  |  | uiswitch |  |  | 672 | Key Value NoTrial [0]
05/21/18 16:23:35:063 | [INFO] |  |  |  | uiswitch |  |  | 672 | Key Value Platform [0]
05/21/18 16:23:35:063 | [INFO] |  |  |  | uiswitch |  |  | 672 | Key Value ProductID [45]
05/21/18 16:23:35:063 | [INFO] |  |  |  | uiswitch |  |  | 672 | Key Value ProductVersion [2.0]
05/21/18 16:23:35:063 | [INFO] |  |  |  | uiswitch |  |  | 672 | Key Value RunningLicenseRemainingDays [0]
05/21/18 16:23:35:063 | [INFO] |  |  |  | uiswitch |  |  | 672 | Key Value ShowEULA [false]
05/21/18 16:23:35:063 | [INFO] |  |  |  | uiswitch |  |  | 672 | Key Value TrialExpired [0]
05/21/18 16:23:35:063 | [INFO] |  |  |  | uiswitch |  |  | 672 | Key Value TrialGrace [30]
05/21/18 16:23:35:063 | [INFO] |  |  |  | uiswitch |  |  | 672 | Key Value TrialLeft [19]
05/21/18 16:23:35:063 | [INFO] |  |  |  | uiswitch |  |  | 672 | Key Value UpgradeCheckRequired [0]
05/21/18 16:23:35:063 | [INFO] |  |  |  | uiswitch |  |  | 672 | Key Value WorkFlowType [Subsequent_Launch]
05/21/18 16:23:35:063 | [INFO] |  |  |  | uiswitch |  |  | 672 | Subsequent_Launch
05/21/18 16:23:35:071 | [INFO] |  |  |  | uiswitch |  |  | 672 | PDApp
05/21/18 16:23:35:071 | [INFO] |  |  |  | uiswitch |  |  | 672 | Launched
05/21/18 16:23:35:071 | [DEBUG] |  |  |  | Activation |  |  | 672 | LaunchAAM : App Manager launched
05/21/18 16:23:35:071 | [INFO] |  |  |  | Activation |  |  | 672 | Semaphore signalled
05/21/18 16:23:35:071 | [INFO] |  |  |  | SLCoreService |  |  | 672 | Shutting down SLCore 2.0 Release (build 2.0.1.360321).
05/21/18 16:23:35:072 | [INFO] |  |  |  | SLCoreService |  |  | 672 | Service destruction took 0.7 ms and succeed.
05/21/18 16:23:35:072 | [INFO] |  |  |  | Adobe Silent Activator |  |  | 672 | ***********Silent Activator End*******************
05/21/18 16:23:36:507 | [INFO] |  |  |  | OOBELib |  |  | 4420 | *************OOBELib Session Starts*************
05/21/18 16:23:36:507 | [INFO] |  |  |  | OOBELib |  |  | 4420 | Version 7.0.0.155,7.0

05/21/18 16:23:36:507 | [INFO] |  |  |  | PCDService |  |  | 4420 | PCD Service in non-threaded mode
05/21/18 16:23:36:510 | [INFO] |  |  |  | DispatchClientLib |  |  | 4420 | Dispatch table loaded from path: C:\Program Files\Common Files\Adobe\OOBE\PDApp\P7\dispatchtable.xml 
05/21/18 16:23:36:511 | [INFO] |  |  |  | DispatchClientLib |  |  | 4420 | (re)load Local Dispatch Table status-[0].
05/21/18 16:23:36:511 | [INFO] |  |  |  | DispatchClientLib |  |  | 4420 | Scope : [2]
05/21/18 16:23:36:511 | [INFO] |  |  |  | DispatchClientLib |  |  | 4420 | Setting scope to GM
05/21/18 16:23:36:824 | [ERROR] |  |  |  | OPMWrapper |  |  | 4420 | Failed in getting value for key in OPMGetValueForKey
05/21/18 16:23:36:824 | [INFO] |  |  |  | OOBELib |  |  | 4420 | Failed to get Proxy username in OPM DB
05/21/18 16:23:36:826 | [INFO] |  |  |  | AXFBLicensing |  |  | 4420 | All function pointers successfully retrieved
05/21/18 16:23:36:834 | [INFO] |  |  |  | OOBELib |  |  | 4420 | SetXMLData()
05/21/18 16:23:36:834 | [INFO] |  |  |  | OOBELib |  |  | 4420 | SetXMLData():mBonusLaunchCode not found
05/21/18 16:23:36:834 | [INFO] |  |  |  | OOBELib |  |  | 4420 | SetXMLData():NoTrial not found
05/21/18 16:23:36:834 | [INFO] |  |  |  | SLCoreService |  |  | 4420 | Starting up SLCore 2.0 Release (build 2.0.1.360321).
05/21/18 16:23:36:834 | [INFO] |  |  |  | SLCoreService |  |  | 4420 | Service construction took 0.1 ms and succeed.
05/21/18 16:23:36:838 | [INFO] |  |  |  | OOBELib |  |  | 4420 | Running in App context

05/21/18 16:23:36:843 | [INFO] |  |  |  | OOBELib |  |  | 4420 | OOBELib CheckWFType STARTED
05/21/18 16:23:36:861 | [INFO] |  |  |  | AXFBLicensing |  |  | 4420 | IsProductAndSNLicensedBySuite : Could not get AX/FB Lic details 3..

05/21/18 16:23:36:864 | [INFO] |  |  |  | OOBELib |  |  | 4420 | CheckWFType : Updating latest SN
05/21/18 16:23:36:865 | [INFO] |  |  |  | SLCoreService |  |  | 4420 | Syncing to license store...
05/21/18 16:23:36:880 | [INFO] |  |  |  | SLCoreService |  |  | 4420 | Found client mkey.
05/21/18 16:23:36:901 | [INFO] |  |  |  | SLCoreService |  |  | 4420 | Loading license references...
05/21/18 16:23:36:903 | [INFO] |  |  |  | SLCoreService |  |  | 4420 | Found 1 license file(s)
05/21/18 16:23:36:905 | [INFO] |  |  |  | SLCoreService |  |  | 4420 | Parsing license file [171877917.lic] succeed.
05/21/18 16:23:36:905 | [INFO] |  |  |  | SLCoreService |  |  | 4420 | License store synchronization took 39.9 ms and succeed.
05/21/18 16:23:36:905 | [INFO] |  |  |  | SLCoreService |  |  | 4420 | Query license: type = 1, duration = 30 days, remaining = 18 day(s) 84841 seconds.
05/21/18 16:23:36:905 | [INFO] |  |  |  | OOBELib |  |  | 4420 | Found Trial Serial. Looking for alternate serial if any.
05/21/18 16:23:36:905 | [DEBUG] |  |  |  | PCDService |  |  | 4420 | No value for key [SN] in hive [Photoshop-CS7-Win-GM{|}en_US] in cache : 519
05/21/18 16:23:36:907 | [DEBUG] |  |  |  | PCDService |  |  | 4420 | No value for key [SN] in hive [Photoshop-CS7-Win-GM{|}ALL] in cache : 519
05/21/18 16:23:36:907 | [INFO] |  |  |  | OOBELib |  |  | 4420 | OOBELib GetLicensingLEID : App LEID is Photoshop-CS7-Win-GM{|}en_US 
05/21/18 16:23:36:907 | [INFO] |  |  |  | OOBELib |  |  | 4420 | OOBELib GetLicensingLEID : FLMap entry found 
05/21/18 16:23:36:907 | [INFO] |  |  |  | OOBELib |  |  | 4420 | OOBELib GetLicensingLEID : LEID to be set is Photoshop-CS7-Win-GM 
05/21/18 16:23:36:907 | [INFO] |  |  |  | OOBELib |  |  | 4420 | Not a case of AX/FB licensing : Photoshop-CS7-Win-GM, 911987094032700067932452
05/21/18 16:23:36:907 | [INFO] |  |  |  | OOBELib |  |  | 4420 | CheckWFType : Updating running SN record
05/21/18 16:23:36:907 | [INFO] |  |  |  | SLCoreService |  |  | 4420 | Query license: type = 1, duration = 30 days, remaining = 18 day(s) 84841 seconds.
05/21/18 16:23:36:907 | [INFO] |  |  |  | OOBELib |  |  | 4420 | UpdateRecordCheckWFType : License found, retrieving information
05/21/18 16:23:36:907 | [INFO] |  |  |  | SLCoreService |  |  | 4420 | Query license: type = 1, duration = 30 days, remaining = 18 day(s) 84841 seconds.
05/21/18 16:23:36:907 | [ERROR] |  |  |  | SLCoreService |  |  | 4420 | No value for key [PersonGUID] in user dictionary.
05/21/18 16:23:36:908 | [DEBUG] |  |  |  | PCDService |  |  | 4420 | No value for key [PersonGUID] in hive [911987094032700067932452] in cache : 519
05/21/18 16:23:36:908 | [DEBUG] |  |  |  | PCDService |  |  | 4420 | No value for key [PersonGUIDWithAuthSource] in hive [911987094032700067932452] in cache : 519
05/21/18 16:23:36:908 | [INFO] |  |  |  | OOBELib |  |  | 4420 | UpdateRecordCheckWFType : Necessary data retrieved, populate the outparam
05/21/18 16:23:36:908 | [INFO] |  |  |  | OOBELib |  |  | 4420 | Total License Duration is : 30
05/21/18 16:23:36:908 | [INFO] |  |  |  | OOBELib |  |  | 4420 | License Duration Left is : 19
05/21/18 16:23:36:908 | [DEBUG] |  |  |  | PCDService |  |  | 4420 | No value for key [VPASS] in hive [911987094032700067932452] in cache : 519
05/21/18 16:23:36:908 | [INFO] |  |  |  | OOBELib |  |  | 4420 | Setting validation as true for trial serial numbers
05/21/18 16:23:36:908 | [DEBUG] |  |  |  | PCDService |  |  | 4420 | No value for key [ADOBEID] in hive [911987094032700067932452] in cache : 519
05/21/18 16:23:36:909 | [DEBUG] |  |  |  | PCDService |  |  | 4420 | No value for key [EPIC_APP_45] in hive [Photoshop-CS7-Win-GM] in cache : 519
05/21/18 16:23:36:912 | [INFO] |  |  |  | OOBELib |  |  | 4420 | CheckWFType : Updating driver trial SN record
05/21/18 16:23:36:912 | [INFO] |  |  |  | SLCoreService |  |  | 4420 | Query license: type = 1, duration = 30 days, remaining = 18 day(s) 84841 seconds.
05/21/18 16:23:36:912 | [INFO] |  |  |  | OOBELib |  |  | 4420 | UpdateRecordCheckWFType : License found, retrieving information
05/21/18 16:23:36:912 | [INFO] |  |  |  | SLCoreService |  |  | 4420 | Query license: type = 1, duration = 30 days, remaining = 18 day(s) 84841 seconds.
05/21/18 16:23:36:913 | [ERROR] |  |  |  | SLCoreService |  |  | 4420 | No value for key [PersonGUID] in user dictionary.
05/21/18 16:23:36:913 | [DEBUG] |  |  |  | PCDService |  |  | 4420 | No value for key [PersonGUID] in hive [911987094032700067932452] in cache : 519
05/21/18 16:23:36:913 | [DEBUG] |  |  |  | PCDService |  |  | 4420 | No value for key [PersonGUIDWithAuthSource] in hive [911987094032700067932452] in cache : 519
05/21/18 16:23:36:913 | [INFO] |  |  |  | OOBELib |  |  | 4420 | UpdateRecordCheckWFType : Necessary data retrieved, populate the outparam
05/21/18 16:23:36:913 | [INFO] |  |  |  | OOBELib |  |  | 4420 | Total License Duration is : 30
05/21/18 16:23:36:913 | [INFO] |  |  |  | OOBELib |  |  | 4420 | License Duration Left is : 19
05/21/18 16:23:36:913 | [DEBUG] |  |  |  | PCDService |  |  | 4420 | No value for key [VPASS] in hive [911987094032700067932452] in cache : 519
05/21/18 16:23:36:913 | [INFO] |  |  |  | OOBELib |  |  | 4420 | Setting validation as true for trial serial numbers
05/21/18 16:23:36:913 | [DEBUG] |  |  |  | PCDService |  |  | 4420 | No value for key [ADOBEID] in hive [911987094032700067932452] in cache : 519
05/21/18 16:23:36:913 | [DEBUG] |  |  |  | PCDService |  |  | 4420 | No value for key [EPIC_APP_45] in hive [Photoshop-CS7-Win-GM] in cache : 519
05/21/18 16:23:36:913 | [INFO] |  |  |  | OOBELib |  |  | 4420 | CheckWFType : Updating running app trial SN record
05/21/18 16:23:36:913 | [INFO] |  |  |  | SLCoreService |  |  | 4420 | Query license: type = 1, duration = 30 days, remaining = 18 day(s) 84841 seconds.
05/21/18 16:23:36:913 | [INFO] |  |  |  | OOBELib |  |  | 4420 | UpdateRecordCheckWFType : License found, retrieving information
05/21/18 16:23:36:913 | [INFO] |  |  |  | SLCoreService |  |  | 4420 | Query license: type = 1, duration = 30 days, remaining = 18 day(s) 84841 seconds.
05/21/18 16:23:36:913 | [ERROR] |  |  |  | SLCoreService |  |  | 4420 | No value for key [PersonGUID] in user dictionary.
05/21/18 16:23:36:913 | [DEBUG] |  |  |  | PCDService |  |  | 4420 | No value for key [PersonGUID] in hive [911987094032700067932452] in cache : 519
05/21/18 16:23:36:913 | [DEBUG] |  |  |  | PCDService |  |  | 4420 | No value for key [PersonGUIDWithAuthSource] in hive [911987094032700067932452] in cache : 519
05/21/18 16:23:36:914 | [INFO] |  |  |  | OOBELib |  |  | 4420 | UpdateRecordCheckWFType : Necessary data retrieved, populate the outparam
05/21/18 16:23:36:914 | [INFO] |  |  |  | OOBELib |  |  | 4420 | Total License Duration is : 30
05/21/18 16:23:36:914 | [INFO] |  |  |  | OOBELib |  |  | 4420 | License Duration Left is : 19
05/21/18 16:23:36:914 | [DEBUG] |  |  |  | PCDService |  |  | 4420 | No value for key [VPASS] in hive [911987094032700067932452] in cache : 519
05/21/18 16:23:36:914 | [INFO] |  |  |  | OOBELib |  |  | 4420 | Setting validation as true for trial serial numbers
05/21/18 16:23:36:914 | [DEBUG] |  |  |  | PCDService |  |  | 4420 | No value for key [ADOBEID] in hive [911987094032700067932452] in cache : 519
05/21/18 16:23:36:914 | [DEBUG] |  |  |  | PCDService |  |  | 4420 | No value for key [EPIC_APP_45] in hive [Photoshop-CS7-Win-GM] in cache : 519
05/21/18 16:23:36:914 | [INFO] |  |  |  | OOBELib |  |  | 4420 | No Renewable Term in SN
05/21/18 16:23:36:914 | [INFO] |  |  |  | OOBELib |  |  | 4420 | magiccookie is NULL
05/21/18 16:23:36:914 | [INFO] |  |  |  | OOBELib |  |  | 4420 | WF is : Subsequent_Launch
05/21/18 16:23:36:914 | [INFO] |  |  |  | SLCoreService |  |  | 4420 | Query license: type = 1, duration = 30 days, remaining = 18 day(s) 84841 seconds.
05/21/18 16:23:36:914 | [INFO] |  |  |  | OOBELib |  |  | 4420 | After modification, WF is : Subsequent_Launch
05/21/18 16:23:36:914 | [INFO] |  |  |  | OOBELib |  |  | 4420 | After Modification, SubWF is : 
05/21/18 16:23:36:914 | [DEBUG] |  |  |  | PCDService |  |  | 4420 | No value for key [LineCV 15] in hive [911987094032700067932452] in cache : 519
05/21/18 16:23:36:914 | [DEBUG] |  |  |  | PCDService |  |  | 4420 | No value for key [PersonGUID] in hive [911987094032700067932452] in cache : 519
05/21/18 16:23:36:914 | [ERROR] |  |  |  | SLCoreService |  |  | 4420 | No value for key [PersonGUID] in user dictionary.
05/21/18 16:23:36:914 | [DEBUG] |  |  |  | PCDService |  |  | 4420 | No value for key [RememberedSerial] in hive [Photoshop-CS7-Win-GM{|}en_US] in cache : 519
05/21/18 16:23:36:915 | [DEBUG] |  |  |  | PCDService |  |  | 4420 | No value for key [RememberedSerial] in hive [Photoshop-CS7-Win-GM{|}ALL] in cache : 519
05/21/18 16:23:36:915 | [DEBUG] |  |  |  | PCDService |  |  | 4420 | No value for key [RememberedSerial] in hive [Photoshop-CS7-Win-GM{|}en_US] in cache : 519
